UID,ANSWER,ANNOTATOR
TPCCHT-000004-14,2,A1NUW3AISE7RZC
MPATHY-000041-0004,2,A1NUW3AISE7RZC
ATTENTION-CHECK-3W31J70BBXHC0ZH2RXRD2Z4N6GIKCP-5,3,A1NUW3AISE7RZC
MPATHY-000028-0003,1,AHYMROQDBR2G4
MPATHY-000047-0003,2,AHYMROQDBR2G4
TPCCHT-000004-14,3,AHYMROQDBR2G4
MPATHY-000041-0004,4,AHYMROQDBR2G4
ATTENTION-CHECK-3W31J70BBXHC0ZH2RXRD2Z4N6GIKCP-5,1,AHYMROQDBR2G4
TPCCHT-000012-6,3,A11YEGD0RQ9AF9
MPATHY-000070-0002,4,A11YEGD0RQ9AF9
MPATHY-000035-0002,3,A11YEGD0RQ9AF9
MPATHY-000113-0003,4,A11YEGD0RQ9AF9
TPCCHT-000021-16,3,A11YEGD0RQ9AF9
TPCCHT-000012-6,1,A2WNW8A4MOR7T7
MPATHY-000070-0002,4,A2WNW8A4MOR7T7
MPATHY-000035-0002,4,A2WNW8A4MOR7T7
MPATHY-000113-0003,4,A2WNW8A4MOR7T7
TPCCHT-000021-16,4,A2WNW8A4MOR7T7
TPCCHT-000012-6,1,AU26PZZBE7NKF
MPATHY-000070-0002,4,AU26PZZBE7NKF
MPATHY-000035-0002,4,AU26PZZBE7NKF
MPATHY-000113-0003,4,AU26PZZBE7NKF
TPCCHT-000021-16,4,AU26PZZBE7NKF
TPCCHT-000012-6,1,A1RI7QA7FX6I6I
MPATHY-000070-0002,4,A1RI7QA7FX6I6I
MPATHY-000035-0002,4,A1RI7QA7FX6I6I
MPATHY-000113-0003,4,A1RI7QA7FX6I6I
TPCCHT-000021-16,4,A1RI7QA7FX6I6I
TPCCHT-000012-6,1,A33B85TN97HQ33
MPATHY-000070-0002,4,A33B85TN97HQ33
MPATHY-000035-0002,4,A33B85TN97HQ33
MPATHY-000113-0003,4,A33B85TN97HQ33
TPCCHT-000021-16,4,A33B85TN97HQ33
MPATHY-000114-0002,3,A11YEGD0RQ9AF9
TPCCHT-000007-2,4,A11YEGD0RQ9AF9
TPCCHT-000019-2,2,A11YEGD0RQ9AF9
ATTENTION-CHECK-3VGZ74AYUL17YDLJ166Y47CUZZ1CGE-4,4,A11YEGD0RQ9AF9
TPCCHT-000018-16,3,A11YEGD0RQ9AF9
MPATHY-000114-0002,4,A30SJEDQ9FHUG6
TPCCHT-000007-2,4,A30SJEDQ9FHUG6
TPCCHT-000019-2,4,A30SJEDQ9FHUG6
ATTENTION-CHECK-3VGZ74AYUL17YDLJ166Y47CUZZ1CGE-4,1,A30SJEDQ9FHUG6
TPCCHT-000018-16,4,A30SJEDQ9FHUG6
MPATHY-000114-0002,4,AU26PZZBE7NKF
TPCCHT-000007-2,4,AU26PZZBE7NKF
TPCCHT-000019-2,4,AU26PZZBE7NKF
ATTENTION-CHECK-3VGZ74AYUL17YDLJ166Y47CUZZ1CGE-4,1,AU26PZZBE7NKF
TPCCHT-000018-16,4,AU26PZZBE7NKF
MPATHY-000114-0002,4,A2QSQ6IAQCF3GW
TPCCHT-000007-2,4,A2QSQ6IAQCF3GW
TPCCHT-000019-2,3,A2QSQ6IAQCF3GW
ATTENTION-CHECK-3VGZ74AYUL17YDLJ166Y47CUZZ1CGE-4,1,A2QSQ6IAQCF3GW
TPCCHT-000018-16,3,A2QSQ6IAQCF3GW
MPATHY-000114-0002,4,A33B85TN97HQ33
TPCCHT-000007-2,4,A33B85TN97HQ33
TPCCHT-000019-2,4,A33B85TN97HQ33
ATTENTION-CHECK-3VGZ74AYUL17YDLJ166Y47CUZZ1CGE-4,1,A33B85TN97HQ33
TPCCHT-000018-16,4,A33B85TN97HQ33
MPATHY-000112-0004,1,A11YEGD0RQ9AF9
ATTENTION-CHECK-3YOAVL4CB524UQ39YJO56GGCICE4ZI-2,4,A11YEGD0RQ9AF9
TPCCHT-000003-8,2,A11YEGD0RQ9AF9
MPATHY-000083-0003,4,A11YEGD0RQ9AF9
TPCCHT-000001-15,3,A11YEGD0RQ9AF9
MPATHY-000112-0004,4,AU26PZZBE7NKF
ATTENTION-CHECK-3YOAVL4CB524UQ39YJO56GGCICE4ZI-2,2,AU26PZZBE7NKF
TPCCHT-000003-8,4,AU26PZZBE7NKF
MPATHY-000083-0003,4,AU26PZZBE7NKF
TPCCHT-000001-15,4,AU26PZZBE7NKF
MPATHY-000112-0004,4,A1RJYT061UQYR0
ATTENTION-CHECK-3YOAVL4CB524UQ39YJO56GGCICE4ZI-2,2,A1RJYT061UQYR0
TPCCHT-000003-8,4,A1RJYT061UQYR0
MPATHY-000083-0003,4,A1RJYT061UQYR0
TPCCHT-000001-15,3,A1RJYT061UQYR0
MPATHY-000112-0004,1,AU75DIKTVX5GP
ATTENTION-CHECK-3YOAVL4CB524UQ39YJO56GGCICE4ZI-2,4,AU75DIKTVX5GP
TPCCHT-000003-8,1,AU75DIKTVX5GP
MPATHY-000083-0003,3,AU75DIKTVX5GP
TPCCHT-000001-15,2,AU75DIKTVX5GP
MPATHY-000112-0004,4,APKTDTD9LK539
ATTENTION-CHECK-3YOAVL4CB524UQ39YJO56GGCICE4ZI-2,2,APKTDTD9LK539
TPCCHT-000003-8,4,APKTDTD9LK539
MPATHY-000083-0003,3,APKTDTD9LK539
TPCCHT-000001-15,4,APKTDTD9LK539
TPCCHT-000018-19,3,A2M9K08I66YIZ3
ATTENTION-CHECK-3VZYA8PIUTJPOO1J8UUN59J401Q50W-2,2,A2M9K08I66YIZ3
MPATHY-000064-0003,3,A2M9K08I66YIZ3
TPCCHT-000021-11,3,A2M9K08I66YIZ3
MPATHY-000004-0002,2,A2M9K08I66YIZ3
TPCCHT-000018-19,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-3VZYA8PIUTJPOO1J8UUN59J401Q50W-2,3,A11YEGD0RQ9AF9
MPATHY-000064-0003,4,A11YEGD0RQ9AF9
TPCCHT-000021-11,2,A11YEGD0RQ9AF9
MPATHY-000004-0002,4,A11YEGD0RQ9AF9
TPCCHT-000018-19,4,A2K3RY63E2Y45R
ATTENTION-CHECK-3VZYA8PIUTJPOO1J8UUN59J401Q50W-2,1,A2K3RY63E2Y45R
MPATHY-000064-0003,4,A2K3RY63E2Y45R
TPCCHT-000021-11,4,A2K3RY63E2Y45R
MPATHY-000004-0002,1,A2K3RY63E2Y45R
TPCCHT-000018-19,4,A1RI7QA7FX6I6I
ATTENTION-CHECK-3VZYA8PIUTJPOO1J8UUN59J401Q50W-2,1,A1RI7QA7FX6I6I
MPATHY-000064-0003,4,A1RI7QA7FX6I6I
TPCCHT-000021-11,3,A1RI7QA7FX6I6I
MPATHY-000004-0002,1,A1RI7QA7FX6I6I
TPCCHT-000018-19,3,A1NUW3AISE7RZC
ATTENTION-CHECK-3VZYA8PIUTJPOO1J8UUN59J401Q50W-2,4,A1NUW3AISE7RZC
MPATHY-000064-0003,3,A1NUW3AISE7RZC
TPCCHT-000021-11,2,A1NUW3AISE7RZC
MPATHY-000004-0002,3,A1NUW3AISE7RZC
TPCCHT-000004-5,4,AU26PZZBE7NKF
TPCCHT-000007-14,4,AU26PZZBE7NKF
TPCCHT-000010-10,4,AU26PZZBE7NKF
ATTENTION-CHECK-3EKZL9T8ZD7LY9GULCOGP7OVEZECHD-4,1,AU26PZZBE7NKF
TPCCHT-000010-4,3,AU26PZZBE7NKF
TPCCHT-000004-5,4,A11YEGD0RQ9AF9
TPCCHT-000007-14,3,A11YEGD0RQ9AF9
TPCCHT-000010-10,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-3EKZL9T8ZD7LY9GULCOGP7OVEZECHD-4,2,A11YEGD0RQ9AF9
TPCCHT-000010-4,4,A11YEGD0RQ9AF9
TPCCHT-000004-5,4,A2BAIRVKSX5AFP
TPCCHT-000007-14,4,A2BAIRVKSX5AFP
TPCCHT-000010-10,2,A2BAIRVKSX5AFP
ATTENTION-CHECK-3EKZL9T8ZD7LY9GULCOGP7OVEZECHD-4,1,A2BAIRVKSX5AFP
TPCCHT-000010-4,2,A2BAIRVKSX5AFP
TPCCHT-000004-5,4,A33B85TN97HQ33
TPCCHT-000007-14,4,A33B85TN97HQ33
TPCCHT-000010-10,3,A33B85TN97HQ33
ATTENTION-CHECK-3EKZL9T8ZD7LY9GULCOGP7OVEZECHD-4,1,A33B85TN97HQ33
TPCCHT-000010-4,2,A33B85TN97HQ33
TPCCHT-000004-5,4,A217EABA3OH0KL
TPCCHT-000007-14,4,A217EABA3OH0KL
TPCCHT-000010-10,2,A217EABA3OH0KL
ATTENTION-CHECK-3EKZL9T8ZD7LY9GULCOGP7OVEZECHD-4,1,A217EABA3OH0KL
TPCCHT-000010-4,4,A217EABA3OH0KL
MPATHY-000054-0003,4,A2BAIRVKSX5AFP
TPCCHT-000009-2,4,A2BAIRVKSX5AFP
ATTENTION-CHECK-3IKDQS3DRJLLU4RERU61PJPAECTCI6-3,2,A2BAIRVKSX5AFP
TPCCHT-000001-17,4,A2BAIRVKSX5AFP
MPATHY-000003-0004,1,A2BAIRVKSX5AFP
MPATHY-000054-0003,4,A11YEGD0RQ9AF9
TPCCHT-000009-2,3,A11YEGD0RQ9AF9
ATTENTION-CHECK-3IKDQS3DRJLLU4RERU61PJPAECTCI6-3,4,A11YEGD0RQ9AF9
TPCCHT-000001-17,2,A11YEGD0RQ9AF9
MPATHY-000003-0004,4,A11YEGD0RQ9AF9
MPATHY-000054-0003,4,A18T9V3QVDOGCY
TPCCHT-000009-2,3,A18T9V3QVDOGCY
ATTENTION-CHECK-3IKDQS3DRJLLU4RERU61PJPAECTCI6-3,1,A18T9V3QVDOGCY
TPCCHT-000001-17,4,A18T9V3QVDOGCY
MPATHY-000003-0004,1,A18T9V3QVDOGCY
MPATHY-000054-0003,3,APKTDTD9LK539
TPCCHT-000009-2,4,APKTDTD9LK539
ATTENTION-CHECK-3IKDQS3DRJLLU4RERU61PJPAECTCI6-3,2,APKTDTD9LK539
TPCCHT-000001-17,4,APKTDTD9LK539
MPATHY-000003-0004,1,APKTDTD9LK539
MPATHY-000054-0003,4,A2K3RY63E2Y45R
TPCCHT-000009-2,1,A2K3RY63E2Y45R
ATTENTION-CHECK-3IKDQS3DRJLLU4RERU61PJPAECTCI6-3,1,A2K3RY63E2Y45R
TPCCHT-000001-17,4,A2K3RY63E2Y45R
MPATHY-000003-0004,1,A2K3RY63E2Y45R
TPCCHT-000014-19,3,AU26PZZBE7NKF
TPCCHT-000016-7,1,AU26PZZBE7NKF
MPATHY-000025-0003,4,AU26PZZBE7NKF
TPCCHT-000001-19,4,AU26PZZBE7NKF
TPCCHT-000010-12,4,AU26PZZBE7NKF
TPCCHT-000014-19,3,A11YEGD0RQ9AF9
TPCCHT-000016-7,4,A11YEGD0RQ9AF9
MPATHY-000025-0003,3,A11YEGD0RQ9AF9
TPCCHT-000001-19,4,A11YEGD0RQ9AF9
TPCCHT-000010-12,3,A11YEGD0RQ9AF9
TPCCHT-000014-19,1,A2BAIRVKSX5AFP
TPCCHT-000016-7,1,A2BAIRVKSX5AFP
MPATHY-000025-0003,4,A2BAIRVKSX5AFP
TPCCHT-000001-19,4,A2BAIRVKSX5AFP
TPCCHT-000010-12,2,A2BAIRVKSX5AFP
TPCCHT-000014-19,4,A33B85TN97HQ33
TPCCHT-000016-7,1,A33B85TN97HQ33
MPATHY-000025-0003,4,A33B85TN97HQ33
TPCCHT-000001-19,4,A33B85TN97HQ33
TPCCHT-000010-12,3,A33B85TN97HQ33
TPCCHT-000014-19,3,A10DAOOM78W9Z8
TPCCHT-000016-7,3,A10DAOOM78W9Z8
MPATHY-000025-0003,2,A10DAOOM78W9Z8
TPCCHT-000001-19,2,A10DAOOM78W9Z8
TPCCHT-000010-12,3,A10DAOOM78W9Z8
MPATHY-000120-0003,4,A1JCKICNOC7DAB
TPCCHT-000016-13,1,A1JCKICNOC7DAB
TPCCHT-000016-14,4,A1JCKICNOC7DAB
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-4,1,A1JCKICNOC7DAB
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-5,1,A1JCKICNOC7DAB
MPATHY-000120-0003,4,A2M9K08I66YIZ3
TPCCHT-000016-13,2,A2M9K08I66YIZ3
TPCCHT-000016-14,2,A2M9K08I66YIZ3
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-4,2,A2M9K08I66YIZ3
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-5,3,A2M9K08I66YIZ3
MPATHY-000120-0003,4,A33XXH6Q66EH34
TPCCHT-000016-13,1,A33XXH6Q66EH34
TPCCHT-000016-14,4,A33XXH6Q66EH34
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-4,1,A33XXH6Q66EH34
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-5,1,A33XXH6Q66EH34
MPATHY-000120-0003,4,AY3W2L53R7EL3
TPCCHT-000016-13,4,AY3W2L53R7EL3
TPCCHT-000016-14,4,AY3W2L53R7EL3
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-4,1,AY3W2L53R7EL3
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-5,1,AY3W2L53R7EL3
MPATHY-000120-0003,4,A2K3RY63E2Y45R
TPCCHT-000016-13,1,A2K3RY63E2Y45R
TPCCHT-000016-14,4,A2K3RY63E2Y45R
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-4,1,A2K3RY63E2Y45R
ATTENTION-CHECK-3D06DR523A4JX8K7SV82BH63VISAMI-5,1,A2K3RY63E2Y45R
TPCCHT-000008-2,1,A12ATVBE1I4567
MPATHY-000067-0004,4,A12ATVBE1I4567
MPATHY-000054-0004,1,A12ATVBE1I4567
TPCCHT-000003-16,4,A12ATVBE1I4567
MPATHY-000042-0003,4,A12ATVBE1I4567
TPCCHT-000008-2,1,ARFHSKLTKKXT2
MPATHY-000067-0004,3,ARFHSKLTKKXT2
MPATHY-000054-0004,3,ARFHSKLTKKXT2
TPCCHT-000003-16,2,ARFHSKLTKKXT2
MPATHY-000042-0003,3,ARFHSKLTKKXT2
TPCCHT-000008-2,4,A11YEGD0RQ9AF9
MPATHY-000067-0004,3,A11YEGD0RQ9AF9
MPATHY-000054-0004,4,A11YEGD0RQ9AF9
TPCCHT-000003-16,3,A11YEGD0RQ9AF9
MPATHY-000042-0003,4,A11YEGD0RQ9AF9
TPCCHT-000008-2,1,A33B85TN97HQ33
MPATHY-000067-0004,4,A33B85TN97HQ33
MPATHY-000054-0004,1,A33B85TN97HQ33
TPCCHT-000003-16,4,A33B85TN97HQ33
MPATHY-000042-0003,4,A33B85TN97HQ33
TPCCHT-000008-2,2,A1NUW3AISE7RZC
MPATHY-000067-0004,3,A1NUW3AISE7RZC
MPATHY-000054-0004,2,A1NUW3AISE7RZC
TPCCHT-000003-16,3,A1NUW3AISE7RZC
MPATHY-000042-0003,3,A1NUW3AISE7RZC
TPCCHT-000013-12,3,APKTDTD9LK539
TPCCHT-000014-3,4,APKTDTD9LK539
TPCCHT-000002-20,2,APKTDTD9LK539
ATTENTION-CHECK-3LAZVA75ONCIS8AFSWU0X3CAEUF2OI-4,1,APKTDTD9LK539
TPCCHT-000010-3,3,APKTDTD9LK539
TPCCHT-000013-12,4,A1TARNH07A75CG
TPCCHT-000014-3,4,A1TARNH07A75CG
TPCCHT-000002-20,4,A1TARNH07A75CG
ATTENTION-CHECK-3LAZVA75ONCIS8AFSWU0X3CAEUF2OI-4,1,A1TARNH07A75CG
TPCCHT-000010-3,3,A1TARNH07A75CG
TPCCHT-000013-12,2,A33B85TN97HQ33
TPCCHT-000014-3,4,A33B85TN97HQ33
TPCCHT-000002-20,4,A33B85TN97HQ33
ATTENTION-CHECK-3LAZVA75ONCIS8AFSWU0X3CAEUF2OI-4,1,A33B85TN97HQ33
TPCCHT-000010-3,3,A33B85TN97HQ33
TPCCHT-000013-12,3,A2K3RY63E2Y45R
TPCCHT-000014-3,4,A2K3RY63E2Y45R
TPCCHT-000002-20,4,A2K3RY63E2Y45R
ATTENTION-CHECK-3LAZVA75ONCIS8AFSWU0X3CAEUF2OI-4,1,A2K3RY63E2Y45R
TPCCHT-000010-3,3,A2K3RY63E2Y45R
TPCCHT-000013-12,2,AHYMROQDBR2G4
TPCCHT-000014-3,3,AHYMROQDBR2G4
TPCCHT-000002-20,3,AHYMROQDBR2G4
ATTENTION-CHECK-3LAZVA75ONCIS8AFSWU0X3CAEUF2OI-4,1,AHYMROQDBR2G4
TPCCHT-000010-3,2,AHYMROQDBR2G4
TPCCHT-000016-19,4,A369K7I5SXBPNC
TPCCHT-000009-10,3,A369K7I5SXBPNC
TPCCHT-000009-19,4,A369K7I5SXBPNC
ATTENTION-CHECK-3LG268AV4DRDK1EBD865TZQ4MKPER5-4,1,A369K7I5SXBPNC
TPCCHT-000014-6,4,A369K7I5SXBPNC
TPCCHT-000016-19,1,A33B85TN97HQ33
TPCCHT-000009-10,1,A33B85TN97HQ33
TPCCHT-000009-19,4,A33B85TN97HQ33
ATTENTION-CHECK-3LG268AV4DRDK1EBD865TZQ4MKPER5-4,1,A33B85TN97HQ33
TPCCHT-000014-6,3,A33B85TN97HQ33
TPCCHT-000016-19,4,AHYMROQDBR2G4
TPCCHT-000009-10,4,AHYMROQDBR2G4
TPCCHT-000009-19,1,AHYMROQDBR2G4
ATTENTION-CHECK-3LG268AV4DRDK1EBD865TZQ4MKPER5-4,1,AHYMROQDBR2G4
TPCCHT-000014-6,1,AHYMROQDBR2G4
TPCCHT-000016-19,4,A2K3RY63E2Y45R
TPCCHT-000009-10,4,A2K3RY63E2Y45R
TPCCHT-000009-19,4,A2K3RY63E2Y45R
ATTENTION-CHECK-3LG268AV4DRDK1EBD865TZQ4MKPER5-4,1,A2K3RY63E2Y45R
TPCCHT-000014-6,2,A2K3RY63E2Y45R
TPCCHT-000016-19,2,AOAMTLMPOJ7P7
TPCCHT-000009-10,4,AOAMTLMPOJ7P7
TPCCHT-000009-19,1,AOAMTLMPOJ7P7
ATTENTION-CHECK-3LG268AV4DRDK1EBD865TZQ4MKPER5-4,2,AOAMTLMPOJ7P7
TPCCHT-000014-6,2,AOAMTLMPOJ7P7
TPCCHT-000018-13,4,A3PRQ2GSU42718
TPCCHT-000000-10,1,A3PRQ2GSU42718
MPATHY-000024-0003,4,A3PRQ2GSU42718
ATTENTION-CHECK-3LOJFQ4BP20M5RNGRTMOM5M5RGUKDP-4,1,A3PRQ2GSU42718
MPATHY-000103-0002,4,A3PRQ2GSU42718
TPCCHT-000018-13,4,A1RI7QA7FX6I6I
TPCCHT-000000-10,3,A1RI7QA7FX6I6I
MPATHY-000024-0003,4,A1RI7QA7FX6I6I
ATTENTION-CHECK-3LOJFQ4BP20M5RNGRTMOM5M5RGUKDP-4,2,A1RI7QA7FX6I6I
MPATHY-000103-0002,4,A1RI7QA7FX6I6I
TPCCHT-000018-13,3,A1NUW3AISE7RZC
TPCCHT-000000-10,2,A1NUW3AISE7RZC
MPATHY-000024-0003,4,A1NUW3AISE7RZC
ATTENTION-CHECK-3LOJFQ4BP20M5RNGRTMOM5M5RGUKDP-4,3,A1NUW3AISE7RZC
MPATHY-000103-0002,3,A1NUW3AISE7RZC
TPCCHT-000018-13,2,AHYMROQDBR2G4
TPCCHT-000000-10,1,AHYMROQDBR2G4
MPATHY-000024-0003,3,AHYMROQDBR2G4
ATTENTION-CHECK-3LOJFQ4BP20M5RNGRTMOM5M5RGUKDP-4,4,AHYMROQDBR2G4
MPATHY-000103-0002,2,AHYMROQDBR2G4
TPCCHT-000018-13,4,A33B85TN97HQ33
TPCCHT-000000-10,1,A33B85TN97HQ33
MPATHY-000024-0003,4,A33B85TN97HQ33
ATTENTION-CHECK-3LOJFQ4BP20M5RNGRTMOM5M5RGUKDP-4,1,A33B85TN97HQ33
MPATHY-000103-0002,4,A33B85TN97HQ33
MPATHY-000084-0002,2,AU75DIKTVX5GP
TPCCHT-000006-16,4,AU75DIKTVX5GP
MPATHY-000061-0003,1,AU75DIKTVX5GP
ATTENTION-CHECK-3ULIZ0H1WFQPVDM14DYNJE2E5TW51Z-4,3,AU75DIKTVX5GP
TPCCHT-000003-9,2,AU75DIKTVX5GP
MPATHY-000084-0002,3,A11YEGD0RQ9AF9
TPCCHT-000006-16,4,A11YEGD0RQ9AF9
MPATHY-000061-0003,2,A11YEGD0RQ9AF9
ATTENTION-CHECK-3ULIZ0H1WFQPVDM14DYNJE2E5TW51Z-4,4,A11YEGD0RQ9AF9
TPCCHT-000003-9,2,A11YEGD0RQ9AF9
MPATHY-000084-0002,4,A33XXH6Q66EH34
TPCCHT-000006-16,4,A33XXH6Q66EH34
MPATHY-000061-0003,4,A33XXH6Q66EH34
ATTENTION-CHECK-3ULIZ0H1WFQPVDM14DYNJE2E5TW51Z-4,1,A33XXH6Q66EH34
TPCCHT-000003-9,4,A33XXH6Q66EH34
MPATHY-000084-0002,4,A33B85TN97HQ33
TPCCHT-000006-16,4,A33B85TN97HQ33
MPATHY-000061-0003,4,A33B85TN97HQ33
ATTENTION-CHECK-3ULIZ0H1WFQPVDM14DYNJE2E5TW51Z-4,1,A33B85TN97HQ33
TPCCHT-000003-9,4,A33B85TN97HQ33
MPATHY-000084-0002,4,A1RI7QA7FX6I6I
TPCCHT-000006-16,4,A1RI7QA7FX6I6I
MPATHY-000061-0003,4,A1RI7QA7FX6I6I
ATTENTION-CHECK-3ULIZ0H1WFQPVDM14DYNJE2E5TW51Z-4,1,A1RI7QA7FX6I6I
TPCCHT-000003-9,4,A1RI7QA7FX6I6I
TPCCHT-000004-10,3,A11YEGD0RQ9AF9
MPATHY-000070-0003,4,A11YEGD0RQ9AF9
TPCCHT-000016-10,3,A11YEGD0RQ9AF9
MPATHY-000054-0005,3,A11YEGD0RQ9AF9
TPCCHT-000015-12,4,A11YEGD0RQ9AF9
TPCCHT-000004-10,4,A2BAIRVKSX5AFP
MPATHY-000070-0003,4,A2BAIRVKSX5AFP
TPCCHT-000016-10,4,A2BAIRVKSX5AFP
MPATHY-000054-0005,4,A2BAIRVKSX5AFP
TPCCHT-000015-12,4,A2BAIRVKSX5AFP
TPCCHT-000004-10,4,AU26PZZBE7NKF
MPATHY-000070-0003,4,AU26PZZBE7NKF
TPCCHT-000016-10,4,AU26PZZBE7NKF
MPATHY-000054-0005,4,AU26PZZBE7NKF
TPCCHT-000015-12,2,AU26PZZBE7NKF
TPCCHT-000004-10,1,APKTDTD9LK539
MPATHY-000070-0003,4,APKTDTD9LK539
TPCCHT-000016-10,3,APKTDTD9LK539
MPATHY-000054-0005,4,APKTDTD9LK539
TPCCHT-000015-12,3,APKTDTD9LK539
TPCCHT-000004-10,3,A1NUW3AISE7RZC
MPATHY-000070-0003,3,A1NUW3AISE7RZC
TPCCHT-000016-10,2,A1NUW3AISE7RZC
MPATHY-000054-0005,3,A1NUW3AISE7RZC
TPCCHT-000015-12,2,A1NUW3AISE7RZC
MPATHY-000083-0002,1,A3BCKNE5CWHODZ
TPCCHT-000002-16,4,A3BCKNE5CWHODZ
MPATHY-000106-0003,4,A3BCKNE5CWHODZ
TPCCHT-000017-2,4,A3BCKNE5CWHODZ
ATTENTION-CHECK-3O71U79SSGANX4619VUTWH09HOZMSQ-5,2,A3BCKNE5CWHODZ
MPATHY-000083-0002,1,A2WNW8A4MOR7T7
TPCCHT-000002-16,4,A2WNW8A4MOR7T7
MPATHY-000106-0003,4,A2WNW8A4MOR7T7
TPCCHT-000017-2,4,A2WNW8A4MOR7T7
ATTENTION-CHECK-3O71U79SSGANX4619VUTWH09HOZMSQ-5,3,A2WNW8A4MOR7T7
MPATHY-000083-0002,1,A2BAIRVKSX5AFP
TPCCHT-000002-16,4,A2BAIRVKSX5AFP
MPATHY-000106-0003,4,A2BAIRVKSX5AFP
TPCCHT-000017-2,4,A2BAIRVKSX5AFP
ATTENTION-CHECK-3O71U79SSGANX4619VUTWH09HOZMSQ-5,1,A2BAIRVKSX5AFP
MPATHY-000083-0002,1,A33B85TN97HQ33
TPCCHT-000002-16,4,A33B85TN97HQ33
MPATHY-000106-0003,4,A33B85TN97HQ33
TPCCHT-000017-2,2,A33B85TN97HQ33
ATTENTION-CHECK-3O71U79SSGANX4619VUTWH09HOZMSQ-5,2,A33B85TN97HQ33
MPATHY-000083-0002,4,A1NUW3AISE7RZC
TPCCHT-000002-16,2,A1NUW3AISE7RZC
MPATHY-000106-0003,3,A1NUW3AISE7RZC
TPCCHT-000017-2,3,A1NUW3AISE7RZC
ATTENTION-CHECK-3O71U79SSGANX4619VUTWH09HOZMSQ-5,3,A1NUW3AISE7RZC
TPCCHT-000005-3,4,A11YEGD0RQ9AF9
ATTENTION-CHECK-3IYI9285XXLHPFBK9CR11K4ARRICJI-2,3,A11YEGD0RQ9AF9
TPCCHT-000017-6,4,A11YEGD0RQ9AF9
TPCCHT-000018-18,3,A11YEGD0RQ9AF9
TPCCHT-000012-10,3,A11YEGD0RQ9AF9
TPCCHT-000005-3,1,A2K3RY63E2Y45R
ATTENTION-CHECK-3IYI9285XXLHPFBK9CR11K4ARRICJI-2,1,A2K3RY63E2Y45R
TPCCHT-000017-6,1,A2K3RY63E2Y45R
TPCCHT-000018-18,2,A2K3RY63E2Y45R
TPCCHT-000012-10,1,A2K3RY63E2Y45R
TPCCHT-000005-3,2,A1HBZQTYFRGCRG
ATTENTION-CHECK-3IYI9285XXLHPFBK9CR11K4ARRICJI-2,2,A1HBZQTYFRGCRG
TPCCHT-000017-6,3,A1HBZQTYFRGCRG
TPCCHT-000018-18,3,A1HBZQTYFRGCRG
TPCCHT-000012-10,1,A1HBZQTYFRGCRG
TPCCHT-000005-3,1,AHYMROQDBR2G4
ATTENTION-CHECK-3IYI9285XXLHPFBK9CR11K4ARRICJI-2,1,AHYMROQDBR2G4
TPCCHT-000017-6,1,AHYMROQDBR2G4
TPCCHT-000018-18,2,AHYMROQDBR2G4
TPCCHT-000012-10,3,AHYMROQDBR2G4
TPCCHT-000005-3,1,A217EABA3OH0KL
ATTENTION-CHECK-3IYI9285XXLHPFBK9CR11K4ARRICJI-2,1,A217EABA3OH0KL
TPCCHT-000017-6,3,A217EABA3OH0KL
TPCCHT-000018-18,3,A217EABA3OH0KL
TPCCHT-000012-10,1,A217EABA3OH0KL
TPCCHT-000001-13,4,A18T9V3QVDOGCY
TPCCHT-000017-17,3,A18T9V3QVDOGCY
TPCCHT-000003-18,4,A18T9V3QVDOGCY
MPATHY-000019-0002,4,A18T9V3QVDOGCY
TPCCHT-000004-8,1,A18T9V3QVDOGCY
TPCCHT-000001-13,4,A2K3RY63E2Y45R
TPCCHT-000017-17,4,A2K3RY63E2Y45R
TPCCHT-000003-18,4,A2K3RY63E2Y45R
MPATHY-000019-0002,4,A2K3RY63E2Y45R
TPCCHT-000004-8,3,A2K3RY63E2Y45R
TPCCHT-000001-13,4,A33B85TN97HQ33
TPCCHT-000017-17,4,A33B85TN97HQ33
TPCCHT-000003-18,4,A33B85TN97HQ33
MPATHY-000019-0002,4,A33B85TN97HQ33
TPCCHT-000004-8,1,A33B85TN97HQ33
TPCCHT-000001-13,4,ARVO22MUH1FUZ
TPCCHT-000017-17,3,ARVO22MUH1FUZ
TPCCHT-000003-18,3,ARVO22MUH1FUZ
MPATHY-000019-0002,4,ARVO22MUH1FUZ
TPCCHT-000004-8,1,ARVO22MUH1FUZ
TPCCHT-000001-13,4,A217EABA3OH0KL
TPCCHT-000017-17,4,A217EABA3OH0KL
TPCCHT-000003-18,4,A217EABA3OH0KL
MPATHY-000019-0002,4,A217EABA3OH0KL
TPCCHT-000004-8,1,A217EABA3OH0KL
